away_off_epa_per_play,home_def_epa_per_play,home_off_epa_per_play,away_def_epa_per_play,away_off_pass_epa,home_score,away_score
0.07262056547219489,0.07262056547219489,0.22909232946526137,0.22909232946526137,0.0869436493432103,34,20
0.22257996766965008,0.22257996766965008,-0.011466286956078584,-0.011466286956078584,0.5642309649142949,25,38
-0.24444769304575392,-0.24444769304575392,0.18318224775075118,0.18318224775075118,-0.16475513938528388,38,6
-0.12453254541212423,-0.12453254541212423,0.030065817756856267,0.030065817756856267,-0.17484997781754757,27,17
0.24181662292142328,0.24181662292142328,0.13473885667369093,0.13473885667369093,0.4335551195830319,30,34
0.045191876378626865,0.045191876378626865,-0.034952535228546924,-0.034952535228546924,0.12367159839723968,23,27
0.03678822982421931,0.03678822982421931,0.1648353107973685,0.1648353107973685,0.23920451479784524,27,20
0.27944339596811607,0.27944339596811607,0.22834986709118227,0.22834986709118227,0.40657003255996194,34,43
-0.023891396898632004,-0.023891396898632004,0.10986531064729015,0.10986531064729015,-0.03752704321964402,21,11
-0.22262308335906486,-0.22262308335906486,-0.11429535126894524,-0.11429535126894524,-0.365624253835679,27,17
-0.10581293094693231,-0.10581293094693231,-0.16835013813630936,-0.16835013813630936,0.014476682608821586,13,16
-0.18050048391351717,-0.18050048391351717,-0.053706871418970306,-0.053706871418970306,-0.05568215455240162,34,23
0.021388162766395533,0.021388162766395533,-0.04449026165460666,-0.04449026165460666,0.2042209458734364,20,24
-0.0818265998776584,-0.0818265998776584,-0.03167538460551531,-0.03167538460551531,-0.05565457056013646,20,17
0.1253503097681593,0.1253503097681593,-0.031544514347942136,-0.031544514347942136,0.43985050291867633,16,26
0.005831715425894548,0.005831715425894548,-0.03917136576449239,-0.03917136576449239,0.3217374257656418,14,16
0.12389617124657415,0.12389617124657415,0.25239718802598266,0.25239718802598266,0.24124626560786322,35,30
-0.09172057581617775,-0.09172057581617775,-0.06904334488267495,-0.06904334488267495,-0.15820720735380617,17,13
0.07560065027766079,0.07560065027766079,0.03646658450048533,0.03646658450048533,0.32675128708577195,40,39
0.0041029208542563336,0.0041029208542563336,0.2698699278027017,0.2698699278027017,-0.133318864756515,42,21
-0.21803097606835356,-0.21803097606835356,0.04248568860613597,0.04248568860613597,-0.2824068669942354,28,11
0.279805815220814,0.279805815220814,0.15305404960635555,0.15305404960635555,0.5906177067477805,28,31
0.16433673214834957,0.16433673214834957,-0.12132230264268644,-0.12132230264268644,0.2610374906835419,13,31
0.29172710374460287,0.29172710374460287,-0.003113122728339764,-0.003113122728339764,0.6197172240383306,19,37
-0.11497099259060169,-0.11497099259060169,-0.11381685680757643,-0.11381685680757643,-0.1011989891836708,26,21
-0.10003533285763223,-0.10003533285763223,0.0687238764801968,0.0687238764801968,-0.13400256625684367,31,17
0.1931239467783382,0.1931239467783382,0.2267002227228302,0.2267002227228302,0.2934826273539478,33,30
-0.0764210152297065,-0.0764210152297065,0.10309854135134078,0.10309854135134078,-0.126816783187436,30,15
0.14794057664910992,0.14794057664910992,-0.1494889637369524,-0.1494889637369524,0.16378462885559034,16,33
0.06795152720024501,0.06795152720024501,0.008780951411912175,0.008780951411912175,0.13519613841818515,20,23
0.11424320737763685,0.11424320737763685,0.16469832093161402,0.16469832093161402,0.47757499449187896,35,30
0.09851456668339763,0.09851456668339763,0.1724670938111473,0.1724670938111473,0.08387911845457661,34,24
0.150449183902266,0.150449183902266,-0.14276591328116553,-0.14276591328116553,0.5132248695385728,13,31
-0.052324121165924796,-0.052324121165924796,-0.11633266677129067,-0.11633266677129067,0.03341755716891632,26,30
